,tfl_id,bikes,spaces,timestamp
14783,139,5,18,29/03/2017 07:52
10684,97,10,12,29/03/2017 08:06
12182,150,0,23,29/03/2017 08:08
75124,67,0,22,29/03/2017 08:18
91112,170,8,15,29/03/2017 08:20
82627,17,1,18,29/03/2017 08:22
67655,115,9,15,29/03/2017 08:36
88429,114,2,24,29/03/2017 08:48
19431,133,4,20,29/03/2017 09:04
23644,99,13,6,29/03/2017 09:06
46812,15,3,19,29/03/2017 09:10
96430,118,7,15,29/03/2017 09:12
45361,135,10,13,29/03/2017 09:22
7750,92,12,12,29/03/2017 09:24
67190,93,13,10,29/03/2017 09:48
36140,147,12,7,29/03/2017 09:56
55906,128,4,20,29/03/2017 10:06
50513,116,11,12,29/03/2017 10:12
76144,162,10,14,29/03/2017 10:22
65431,77,0,23,29/03/2017 10:26
11774,126,11,11,29/03/2017 10:48
16398,45,0,21,29/03/2017 10:52
60515,154,7,15,29/03/2017 10:52
10058,130,2,20,29/03/2017 10:56
98771,3,2,22,29/03/2017 10:58
56012,20,8,12,29/03/2017 11:04
36552,85,7,18,29/03/2017 11:08
43572,159,16,8,29/03/2017 11:22
52839,39,9,14,29/03/2017 11:22
31098,108,8,16,29/03/2017 11:28
2051,19,8,15,29/03/2017 11:30
51170,88,5,18,29/03/2017 11:36
4350,51,2,21,29/03/2017 11:38
57644,97,15,7,29/03/2017 11:42
69489,127,11,13,29/03/2017 11:46
82435,164,0,21,29/03/2017 11:46
77644,155,11,7,29/03/2017 11:48
15093,144,0,22,29/03/2017 11:52
74375,106,4,19,29/03/2017 12:12
51018,2,6,16,29/03/2017 12:20
46164,87,2,21,29/03/2017 12:24
24186,147,15,4,29/03/2017 12:38
35424,53,0,24,29/03/2017 12:52
15623,29,13,10,29/03/2017 13:00
67228,74,10,12,29/03/2017 13:04
49675,83,13,10,29/03/2017 13:06
50325,10,17,7,29/03/2017 13:06
70743,44,12,12,29/03/2017 13:06
22634,160,21,2,29/03/2017 13:10
82563,83,10,12,29/03/2017 13:22
29398,19,15,9,29/03/2017 13:30
32742,58,5,14,29/03/2017 13:50
62899,43,2,25,29/03/2017 13:52
65156,90,4,20,29/03/2017 13:54
62092,133,8,16,29/03/2017 13:58
52802,144,4,17,29/03/2017 14:02
46461,32,10,10,29/03/2017 14:04
66567,71,0,22,29/03/2017 14:08
61932,3,5,19,29/03/2017 14:10
10650,100,17,7,29/03/2017 14:26
75903,80,6,16,29/03/2017 14:26
56979,45,1,20,29/03/2017 14:32
92816,148,7,11,29/03/2017 14:34
7411,146,13,10,29/03/2017 14:38
32792,110,7,17,29/03/2017 14:40
72958,154,6,15,29/03/2017 14:42
20461,86,1,21,29/03/2017 14:46
25853,114,9,16,29/03/2017 14:48
1392,127,9,15,29/03/2017 15:00
78871,100,21,3,29/03/2017 15:00
6758,156,17,6,29/03/2017 15:04
93334,82,16,7,29/03/2017 15:06
98548,156,17,6,29/03/2017 15:08
10092,116,5,18,29/03/2017 15:10
94207,79,3,20,29/03/2017 15:16
15758,69,13,10,29/03/2017 15:18
61197,84,8,13,29/03/2017 15:22
95008,41,6,14,29/03/2017 15:24
92072,120,8,15,29/03/2017 15:26
98403,109,1,20,29/03/2017 15:28
36111,99,3,17,29/03/2017 15:30
95907,7,1,23,29/03/2017 15:30
33297,122,8,13,29/03/2017 15:46
68732,31,0,21,29/03/2017 15:50
18126,156,15,8,29/03/2017 15:54
91813,146,12,12,29/03/2017 15:54
46237,27,7,15,29/03/2017 16:02
85924,103,9,13,29/03/2017 16:04
89338,153,0,21,29/03/2017 16:06
70905,67,1,19,29/03/2017 16:14
7931,115,4,19,29/03/2017 16:20
94775,148,5,14,29/03/2017 16:22
29246,30,12,9,29/03/2017 16:24
85011,17,1,18,29/03/2017 16:32
36234,30,12,9,29/03/2017 16:38
15141,60,10,14,29/03/2017 16:42
44806,162,0,24,29/03/2017 17:06
84275,15,3,19,29/03/2017 17:16
62073,91,1,19,29/03/2017 17:20
8261,92,1,22,29/03/2017 17:38
13243,138,8,14,29/03/2017 17:38
50900,122,5,15,29/03/2017 17:42
39977,54,12,11,29/03/2017 17:48
48789,46,14,10,29/03/2017 17:50
94123,162,8,16,29/03/2017 17:50
18314,143,4,15,29/03/2017 17:58
40743,145,1,19,29/03/2017 17:58
87666,157,8,15,29/03/2017 18:02
26405,109,11,9,29/03/2017 18:06
26582,9,3,19,29/03/2017 18:08
24007,54,7,16,29/03/2017 18:14
66920,64,8,16,29/03/2017 18:18
62803,3,2,21,29/03/2017 18:48
85543,87,8,15,29/03/2017 18:56
61278,60,10,14,29/03/2017 19:00
61368,65,1,22,29/03/2017 19:00
4905,156,14,10,29/03/2017 19:02
41908,36,6,11,29/03/2017 19:02
90847,21,5,17,29/03/2017 19:02
31509,165,1,10,29/03/2017 19:12
37967,101,10,17,29/03/2017 19:14
61037,158,1,22,29/03/2017 19:14
3115,143,12,11,29/03/2017 19:32
81895,35,5,21,29/03/2017 19:40
76318,33,2,21,29/03/2017 19:46
89592,83,4,20,29/03/2017 20:10
35372,174,7,16,29/03/2017 20:22
40725,133,5,18,29/03/2017 20:22
51848,47,2,15,29/03/2017 20:24
22038,100,7,15,29/03/2017 20:26
31293,86,3,20,29/03/2017 20:30
41100,16,2,17,29/03/2017 20:36
44905,30,1,19,29/03/2017 20:38
20749,81,15,6,29/03/2017 20:40
85770,82,15,9,29/03/2017 20:46
73534,127,9,15,29/03/2017 20:52
66541,61,6,18,29/03/2017 20:56
56397,93,2,21,29/03/2017 21:02
89793,103,10,14,29/03/2017 21:04
61758,30,3,17,29/03/2017 21:32
50077,12,8,11,29/03/2017 21:36
782,21,0,23,29/03/2017 21:44
69110,43,17,10,29/03/2017 21:44
76322,17,5,15,29/03/2017 21:44
62952,91,2,18,29/03/2017 21:58
54151,56,18,6,29/03/2017 22:08
73108,149,0,22,29/03/2017 22:10
36519,130,9,14,29/03/2017 22:26
92697,37,4,20,29/03/2017 22:34
97711,124,8,15,29/03/2017 22:34
80725,148,5,17,29/03/2017 22:38
66820,119,8,15,29/03/2017 22:40
29182,5,5,18,29/03/2017 22:44
79044,82,12,11,29/03/2017 22:46
68575,56,18,6,29/03/2017 22:52
9161,74,6,17,29/03/2017 22:54
34169,14,13,11,29/03/2017 22:54
53049,46,18,5,29/03/2017 22:58
31776,153,9,11,29/03/2017 23:06
91386,117,7,17,29/03/2017 23:08
46170,24,0,24,29/03/2017 23:12
7060,108,12,11,29/03/2017 23:16
67260,101,3,21,29/03/2017 23:16
48354,119,8,15,29/03/2017 23:18
77998,169,7,15,29/03/2017 23:24
58112,164,5,17,29/03/2017 23:26
77983,169,7,15,29/03/2017 23:26
50495,146,10,13,29/03/2017 23:32
30661,78,2,19,29/03/2017 23:36
79070,130,9,14,29/03/2017 23:36
21694,98,0,22,29/03/2017 23:40
99576,21,0,23,29/03/2017 23:40
28969,41,21,1,29/03/2017 23:42
24594,67,15,7,30/03/2017 00:02
24209,123,2,22,30/03/2017 00:18
80491,139,19,2,30/03/2017 00:20
61175,46,24,0,30/03/2017 00:22
251,106,7,16,30/03/2017 00:26
80148,150,7,16,30/03/2017 00:28
39889,40,6,16,30/03/2017 00:32
96548,61,7,17,30/03/2017 00:34
55451,41,10,14,30/03/2017 00:38
26701,50,12,11,30/03/2017 00:44
8718,102,13,14,30/03/2017 00:48
83548,74,11,12,30/03/2017 00:48
57683,30,8,10,30/03/2017 00:52
40941,152,3,19,30/03/2017 00:56
53651,65,8,16,30/03/2017 01:00
22669,165,1,10,30/03/2017 01:10
17893,157,8,16,30/03/2017 01:14
54692,37,4,20,30/03/2017 01:20
78770,145,2,16,30/03/2017 01:40
81302,120,12,12,30/03/2017 01:40
78163,83,13,11,30/03/2017 01:48
51990,141,7,5,30/03/2017 01:50
5267,146,10,12,30/03/2017 01:52
54284,53,14,9,30/03/2017 01:54
34168,124,8,15,30/03/2017 02:04
79546,29,11,12,30/03/2017 02:10
78145,33,3,20,30/03/2017 02:14
45990,96,5,18,30/03/2017 02:22
50931,62,1,20,30/03/2017 02:22
85707,164,5,15,30/03/2017 02:28
95840,32,1,20,30/03/2017 02:44
94663,150,7,16,30/03/2017 02:56
20934,71,1,22,30/03/2017 03:10
31582,120,12,12,30/03/2017 03:10
905,106,6,17,30/03/2017 03:18
20138,3,10,13,30/03/2017 03:46
36378,26,8,14,30/03/2017 04:08
85414,39,16,8,30/03/2017 04:24
4282,115,2,22,30/03/2017 04:28
86142,108,5,18,30/03/2017 04:36
78026,123,7,17,30/03/2017 04:40
97026,112,1,17,30/03/2017 04:50
74180,98,0,22,30/03/2017 05:04
79776,51,12,12,30/03/2017 05:04
49633,55,5,22,30/03/2017 05:16
53631,162,9,15,30/03/2017 05:24
37117,160,11,10,30/03/2017 06:10
45603,69,1,18,30/03/2017 06:20
46574,78,8,14,30/03/2017 06:50
59572,163,8,13,30/03/2017 06:52
51519,149,12,11,30/03/2017 07:04
26111,113,3,21,30/03/2017 07:22
1301,49,3,16,30/03/2017 07:28
56942,119,8,15,30/03/2017 07:28
69897,102,12,15,30/03/2017 07:28
5699,79,9,14,30/03/2017 07:34
43091,109,7,13,30/03/2017 07:42
66733,28,8,15,30/03/2017 07:42
75079,56,8,15,30/03/2017 07:44
7386,158,8,14,30/03/2017 07:54
76992,163,2,20,30/03/2017 07:54
73499,4,4,14,30/03/2017 08:00
94252,168,1,22,30/03/2017 08:08
98557,115,9,15,30/03/2017 08:24
35273,93,13,10,30/03/2017 08:44
38599,114,10,17,30/03/2017 08:44
83220,125,6,18,30/03/2017 09:04
79794,164,6,16,30/03/2017 09:10
91115,55,11,15,30/03/2017 09:12
34289,43,7,19,30/03/2017 09:14
25335,143,12,11,30/03/2017 09:18
79762,79,0,23,30/03/2017 09:20
24440,14,13,10,30/03/2017 09:26
4954,27,10,13,30/03/2017 09:42
15144,35,5,22,30/03/2017 09:44
62364,147,10,13,30/03/2017 10:06
216,12,1,21,30/03/2017 10:16
94229,162,5,19,30/03/2017 10:18
69803,29,10,13,30/03/2017 10:36
1734,114,3,23,30/03/2017 10:42
33899,162,9,15,30/03/2017 10:42
73303,109,15,5,30/03/2017 10:42
10636,147,11,12,30/03/2017 10:44
36286,101,11,15,30/03/2017 10:52
90654,40,6,18,30/03/2017 10:56
87934,15,6,16,30/03/2017 11:00
2380,73,14,12,30/03/2017 11:22
22538,108,11,13,30/03/2017 11:28
13702,4,2,16,30/03/2017 11:40
46046,17,4,16,30/03/2017 11:44
43773,27,9,14,30/03/2017 11:50
48297,88,11,13,30/03/2017 11:54
95427,126,9,13,30/03/2017 11:54
83,143,12,10,30/03/2017 11:58
96156,109,9,11,30/03/2017 11:58
53577,27,8,15,30/03/2017 12:00
61456,44,3,19,30/03/2017 12:00
29989,174,1,22,30/03/2017 12:02
71280,21,11,13,30/03/2017 12:08
15673,109,9,11,30/03/2017 12:10
2872,72,10,5,30/03/2017 12:12
30032,55,8,18,30/03/2017 12:20
81085,106,7,15,30/03/2017 13:02
46182,5,2,22,30/03/2017 13:04
945,5,2,22,30/03/2017 13:08
81966,88,13,11,30/03/2017 13:18
26378,73,15,12,30/03/2017 13:26
28210,158,17,7,30/03/2017 13:46
61597,162,6,18,30/03/2017 13:56
75791,59,9,15,30/03/2017 13:58
19707,96,9,15,30/03/2017 14:10
62442,23,5,17,30/03/2017 14:14
88179,76,2,20,30/03/2017 14:24
5395,161,14,4,30/03/2017 14:26
95597,143,8,14,30/03/2017 14:38
30701,150,1,22,30/03/2017 14:40
14889,97,13,10,30/03/2017 14:44
22395,137,5,13,30/03/2017 14:46
26851,143,8,14,30/03/2017 14:46
59960,15,2,21,30/03/2017 14:50
72174,84,21,3,30/03/2017 14:50
90822,37,1,23,30/03/2017 14:54
73889,29,9,14,30/03/2017 14:56
14854,48,12,9,30/03/2017 15:00
32000,92,9,15,30/03/2017 15:02
21399,130,12,10,30/03/2017 15:08
98535,54,1,22,30/03/2017 15:08
63458,169,6,17,30/03/2017 15:12
76412,156,6,16,30/03/2017 15:12
81162,66,0,23,30/03/2017 15:24
69251,54,2,21,30/03/2017 15:30
76056,99,2,18,30/03/2017 15:30
96175,6,2,25,30/03/2017 15:38
36946,160,2,20,30/03/2017 15:40
49109,15,4,19,30/03/2017 15:48
49579,83,2,22,30/03/2017 15:48
1343,102,7,20,30/03/2017 15:56
13499,126,8,12,30/03/2017 16:26
89216,66,2,22,30/03/2017 16:28
72522,75,8,16,30/03/2017 16:30
81316,117,4,20,30/03/2017 16:32
7622,169,6,16,30/03/2017 16:34
68202,26,9,13,30/03/2017 16:46
85673,10,16,7,30/03/2017 16:48
64332,14,8,13,30/03/2017 17:08
40376,127,9,15,30/03/2017 17:10
59770,41,17,6,30/03/2017 17:12
44190,40,4,19,30/03/2017 17:22
40526,171,7,13,30/03/2017 17:28
48315,8,6,15,30/03/2017 17:52
65667,29,8,14,30/03/2017 17:54
65997,113,4,19,30/03/2017 17:56
59966,64,6,16,30/03/2017 18:00
61350,14,9,12,30/03/2017 18:00
81146,56,3,20,30/03/2017 18:00
83540,86,6,16,30/03/2017 18:00
90563,123,14,10,30/03/2017 18:02
3655,127,7,17,30/03/2017 18:06
69039,131,0,24,30/03/2017 18:10
54669,110,0,24,30/03/2017 18:18
86272,19,11,13,30/03/2017 18:20
31715,86,2,21,30/03/2017 18:24
12759,168,10,13,30/03/2017 18:26
66102,127,4,20,30/03/2017 18:40
65170,82,6,16,30/03/2017 18:48
10243,84,9,14,30/03/2017 18:54
65028,39,7,16,30/03/2017 18:58
97620,65,8,15,30/03/2017 19:02
63182,82,9,13,30/03/2017 19:08
29531,65,9,14,30/03/2017 19:10
96742,168,12,10,30/03/2017 19:18
26345,169,9,12,30/03/2017 19:26
71744,114,1,26,30/03/2017 19:28
4523,75,12,12,30/03/2017 19:34
87042,118,4,20,30/03/2017 19:40
40985,145,0,17,30/03/2017 19:44
73883,123,10,13,30/03/2017 19:44
7942,21,0,24,30/03/2017 19:48
86847,51,4,18,30/03/2017 19:50
42210,106,2,20,30/03/2017 20:02
46238,136,7,16,30/03/2017 20:10
91893,155,1,11,30/03/2017 20:14
1179,14,10,12,30/03/2017 20:16
57585,5,2,21,30/03/2017 20:20
36569,106,2,20,30/03/2017 20:24
3950,35,4,23,30/03/2017 20:30
27343,75,13,11,30/03/2017 20:32
66311,7,13,10,30/03/2017 21:04
30670,55,5,21,30/03/2017 21:20
35125,17,18,2,30/03/2017 21:22
61794,96,13,11,30/03/2017 21:22
78164,94,8,15,30/03/2017 21:28
35944,51,3,19,30/03/2017 21:40
5569,58,10,11,30/03/2017 21:46
66690,28,3,19,30/03/2017 21:52
71210,81,10,10,30/03/2017 21:54
68899,168,22,0,30/03/2017 22:12
71423,3,9,13,30/03/2017 22:18
99177,87,11,12,30/03/2017 22:18
56219,118,0,24,30/03/2017 22:24
7285,153,4,17,30/03/2017 22:42
63493,58,4,14,30/03/2017 22:46
76792,109,2,18,30/03/2017 22:46
77450,101,5,22,30/03/2017 22:52
3770,149,5,16,30/03/2017 23:00
49654,14,7,15,30/03/2017 23:06
67124,101,5,22,30/03/2017 23:06
95856,11,1,22,30/03/2017 23:10
74993,140,11,12,30/03/2017 23:20
55358,163,7,16,30/03/2017 23:28
14752,19,11,12,30/03/2017 23:30
91511,89,15,7,30/03/2017 23:30
21614,10,10,13,30/03/2017 23:32
52682,11,9,15,30/03/2017 23:32
96955,7,9,14,30/03/2017 23:52
15573,64,0,24,31/03/2017 00:00
85290,136,13,10,31/03/2017 00:02
84859,7,7,15,31/03/2017 00:04
33947,95,8,19,31/03/2017 00:08
35855,131,5,18,31/03/2017 00:08
86660,38,8,14,31/03/2017 00:08
23076,165,0,11,31/03/2017 00:10
34445,116,8,15,31/03/2017 00:14
52259,13,10,13,31/03/2017 00:14
82297,10,11,12,31/03/2017 00:16
48268,44,12,12,31/03/2017 00:22
44747,73,0,27,31/03/2017 00:30
35286,136,15,9,31/03/2017 00:34
87555,87,16,8,31/03/2017 00:36
72211,157,10,11,31/03/2017 00:42
61973,90,4,17,31/03/2017 00:48
34482,10,13,10,31/03/2017 00:50
26949,166,3,18,31/03/2017 00:56
54456,64,0,24,31/03/2017 00:56
15825,74,9,12,31/03/2017 01:04
80229,15,0,22,31/03/2017 01:06
51630,24,0,24,31/03/2017 01:14
48464,61,9,14,31/03/2017 01:32
73218,50,12,9,31/03/2017 01:32
58775,82,14,8,31/03/2017 01:40
95849,33,3,21,31/03/2017 01:44
51653,1,14,10,31/03/2017 01:56
65097,116,8,16,31/03/2017 02:02
30514,93,3,19,31/03/2017 02:06
9541,96,8,15,31/03/2017 02:14
13331,81,15,4,31/03/2017 02:18
61267,9,1,23,31/03/2017 02:22
6607,35,12,13,31/03/2017 02:24
16740,93,3,19,31/03/2017 02:30
72397,85,12,15,31/03/2017 02:30
1980,168,10,11,31/03/2017 02:36
31219,71,6,16,31/03/2017 02:38
80782,130,6,16,31/03/2017 02:42
53351,90,4,17,31/03/2017 03:02
12531,105,2,22,31/03/2017 03:14
27742,79,13,11,31/03/2017 03:14
69357,133,20,4,31/03/2017 03:14
67072,65,16,8,31/03/2017 03:16
23165,2,11,11,31/03/2017 03:24
16135,39,13,11,31/03/2017 03:26
93385,153,4,16,31/03/2017 03:30
4318,164,4,16,31/03/2017 03:32
36226,171,12,8,31/03/2017 03:32
92904,93,1,21,31/03/2017 03:48
63713,88,12,12,31/03/2017 03:54
36084,115,4,20,31/03/2017 03:56
23829,148,9,12,31/03/2017 04:04
83808,36,11,6,31/03/2017 04:10
19396,144,1,22,31/03/2017 04:16
88527,137,13,9,31/03/2017 04:16
54929,74,10,11,31/03/2017 04:28
28349,160,1,21,31/03/2017 04:44
18336,76,8,15,31/03/2017 04:48
18009,107,0,24,31/03/2017 05:00
64893,55,2,24,31/03/2017 05:04
80236,46,10,14,31/03/2017 05:04
58580,133,16,8,31/03/2017 05:08
67208,122,12,9,31/03/2017 05:08
3096,29,8,15,31/03/2017 05:16
33506,116,6,17,31/03/2017 05:20
77472,38,2,20,31/03/2017 05:26
38792,89,15,9,31/03/2017 05:32
1216,61,9,14,31/03/2017 05:36
11356,106,11,12,31/03/2017 05:38
45245,56,8,15,31/03/2017 05:40
17821,164,3,16,31/03/2017 05:42
10692,35,12,14,31/03/2017 05:46
11639,151,0,23,31/03/2017 05:54
68114,115,3,21,31/03/2017 05:56
88533,163,7,14,31/03/2017 05:58
63001,77,16,7,31/03/2017 06:08
9907,44,9,14,31/03/2017 06:14
84811,168,12,10,31/03/2017 06:18
709,102,8,19,31/03/2017 06:20
87492,49,12,8,31/03/2017 06:22
97119,133,16,8,31/03/2017 06:28
94303,57,9,14,31/03/2017 06:32
46676,82,15,8,31/03/2017 06:52
57170,153,2,18,31/03/2017 07:08
18067,125,9,12,31/03/2017 07:10
98396,7,4,19,31/03/2017 07:12
3369,13,10,14,31/03/2017 07:20
44169,29,9,14,31/03/2017 07:22
94258,156,3,20,31/03/2017 07:24
41749,27,6,17,31/03/2017 07:30
13789,97,3,19,31/03/2017 07:32
69920,140,20,3,31/03/2017 07:32
41843,130,6,17,31/03/2017 07:36
3074,51,12,11,31/03/2017 07:48
95452,16,3,16,31/03/2017 07:50
92915,153,1,17,31/03/2017 08:04
4345,32,5,17,31/03/2017 08:08
74655,1,16,7,31/03/2017 08:08
44276,173,12,11,31/03/2017 08:26
69922,139,3,21,31/03/2017 08:26
67392,79,2,20,31/03/2017 08:28
86801,103,8,15,31/03/2017 08:32
96090,7,0,22,31/03/2017 08:32
28075,84,11,12,31/03/2017 08:44
67134,129,11,13,31/03/2017 08:50
50991,139,0,24,31/03/2017 08:52
73766,170,3,18,31/03/2017 08:52
77726,44,0,23,31/03/2017 08:54
19097,51,5,17,31/03/2017 08:56
10455,105,7,17,31/03/2017 09:04
89128,131,5,18,31/03/2017 09:10
43278,111,9,9,31/03/2017 09:12
9352,139,0,24,31/03/2017 09:14
24205,42,9,14,31/03/2017 09:18
49752,115,11,12,31/03/2017 09:18
6786,153,1,17,31/03/2017 09:24
19280,74,11,13,31/03/2017 09:26
42998,48,0,21,31/03/2017 09:26
93584,135,8,15,31/03/2017 09:32
13468,84,12,11,31/03/2017 09:36
31503,101,9,18,31/03/2017 09:36
11742,71,3,18,31/03/2017 09:40
19776,93,14,10,31/03/2017 09:40
99238,96,1,23,31/03/2017 09:42
60303,80,1,21,31/03/2017 09:52
83187,173,11,12,31/03/2017 10:00
26903,63,1,20,31/03/2017 10:10
37852,104,5,18,31/03/2017 10:14
24096,112,14,4,31/03/2017 10:20
56958,77,4,16,31/03/2017 10:26
56716,38,0,23,31/03/2017 10:32
4595,9,11,13,31/03/2017 10:50
53397,124,8,16,31/03/2017 10:50
39313,24,14,10,31/03/2017 10:56
77149,94,5,15,31/03/2017 11:06
43439,126,12,12,31/03/2017 11:10
9859,170,4,18,31/03/2017 11:20
29440,90,4,19,31/03/2017 11:26
84955,133,6,18,31/03/2017 11:26
37276,85,8,19,31/03/2017 11:30
21450,17,4,14,31/03/2017 11:32
58457,57,11,13,31/03/2017 11:44
29050,112,8,10,31/03/2017 12:06
10648,169,2,19,31/03/2017 12:08
58846,50,8,14,31/03/2017 12:08
84516,106,2,22,31/03/2017 12:12
9113,113,11,13,31/03/2017 12:22
26598,154,10,10,31/03/2017 12:30
38285,153,3,15,31/03/2017 12:36
20335,137,5,14,31/03/2017 12:38
2750,148,7,14,31/03/2017 12:44
10508,40,13,11,31/03/2017 12:48
21801,77,5,16,31/03/2017 12:50
32693,14,3,15,31/03/2017 12:50
28738,56,2,20,31/03/2017 13:02
16428,105,1,8,31/03/2017 13:04
20727,54,2,20,31/03/2017 13:08
77840,124,3,21,31/03/2017 13:10
3878,159,1,17,31/03/2017 13:12
16777,124,3,21,31/03/2017 13:14
97589,50,5,16,31/03/2017 13:14
11529,129,9,15,31/03/2017 13:16
77576,66,6,16,31/03/2017 13:20
94420,87,8,15,31/03/2017 13:22
42473,82,12,10,31/03/2017 13:30
79774,159,6,18,31/03/2017 13:32
92872,166,7,15,31/03/2017 13:40
40765,13,6,18,31/03/2017 13:58
32638,22,16,7,31/03/2017 14:26
13466,9,11,13,31/03/2017 14:28
29599,129,24,0,31/03/2017 14:38
11883,163,10,12,31/03/2017 14:42
84116,23,5,17,31/03/2017 14:44
85507,20,7,15,31/03/2017 14:48
42121,146,10,13,31/03/2017 14:50
57630,56,8,15,31/03/2017 14:54
50029,165,3,8,31/03/2017 15:10
57767,146,5,17,31/03/2017 15:20
2977,114,2,22,31/03/2017 15:24
62171,39,4,19,31/03/2017 15:28
11029,106,3,21,31/03/2017 15:38
10460,105,0,9,31/03/2017 15:42
15110,46,6,18,31/03/2017 15:46
41080,157,2,20,31/03/2017 15:46
11349,25,8,16,31/03/2017 15:50
19641,156,7,16,31/03/2017 15:50
25924,109,1,19,31/03/2017 16:08
57025,79,7,14,31/03/2017 16:08
70298,12,6,16,31/03/2017 16:08
26424,77,11,11,31/03/2017 16:12
42772,84,22,2,31/03/2017 16:14
88878,159,0,24,31/03/2017 16:20
61174,4,5,10,31/03/2017 16:24
50470,62,6,16,31/03/2017 16:34
55214,83,6,18,31/03/2017 16:34
6802,111,8,10,31/03/2017 16:42
35995,62,7,15,31/03/2017 16:42
85328,124,2,22,31/03/2017 16:44
24776,22,3,20,31/03/2017 16:52
73119,35,11,14,31/03/2017 16:56
93041,51,7,14,31/03/2017 17:08
46100,153,0,19,31/03/2017 17:10
24749,148,3,18,31/03/2017 17:14
55082,3,5,17,31/03/2017 17:32
5251,47,19,5,31/03/2017 17:56
42962,27,13,9,31/03/2017 17:56
85193,100,1,21,31/03/2017 18:02
88835,48,9,11,31/03/2017 18:02
41806,22,4,19,31/03/2017 18:06
6335,25,11,13,31/03/2017 18:08
8447,52,9,11,31/03/2017 18:12
22657,112,13,5,31/03/2017 18:12
60265,134,12,7,31/03/2017 18:22
97690,4,7,9,31/03/2017 18:26
34065,38,1,22,31/03/2017 18:30
64142,75,17,7,31/03/2017 18:30
8971,63,11,9,31/03/2017 18:38
57981,96,7,17,31/03/2017 18:38
72760,96,7,17,31/03/2017 18:40
25114,112,11,7,31/03/2017 18:44
32011,57,9,15,31/03/2017 18:48
69384,36,2,11,31/03/2017 18:50
34873,57,9,15,31/03/2017 18:54
29614,80,11,13,31/03/2017 18:56
40971,8,10,10,31/03/2017 18:56
12016,154,1,18,31/03/2017 19:08
25973,58,17,4,31/03/2017 19:26
76692,129,13,11,31/03/2017 19:30
86689,155,4,9,31/03/2017 19:32
86265,73,7,20,31/03/2017 19:34
39898,50,19,4,31/03/2017 19:52
92786,111,3,14,31/03/2017 19:52
68681,112,4,12,31/03/2017 19:58
91784,1,18,6,31/03/2017 20:00
62886,108,9,15,31/03/2017 20:04
13274,58,18,2,31/03/2017 20:10
25798,152,1,22,31/03/2017 20:12
90888,142,0,22,31/03/2017 20:16
80873,76,11,11,31/03/2017 20:18
90237,105,4,5,31/03/2017 20:30
89009,36,0,13,31/03/2017 20:36
61813,162,7,15,31/03/2017 20:38
84738,158,0,21,31/03/2017 20:38
70587,58,15,6,31/03/2017 20:46
66631,111,4,13,31/03/2017 20:52
18885,6,17,8,31/03/2017 21:08
90732,97,4,18,31/03/2017 21:12
42590,67,8,13,31/03/2017 21:22
58257,161,4,17,31/03/2017 21:38
37019,154,2,16,31/03/2017 21:46
16066,25,14,10,31/03/2017 21:54
28839,12,15,6,31/03/2017 21:58
100,100,2,19,31/03/2017 22:20
81007,92,2,21,31/03/2017 22:36
37126,64,13,10,31/03/2017 23:04
76177,53,9,14,31/03/2017 23:10
3597,95,7,19,31/03/2017 23:16
21169,113,8,15,31/03/2017 23:28
54411,42,17,6,31/03/2017 23:42
68297,25,9,12,31/03/2017 23:44
3363,144,0,22,31/03/2017 23:46
45624,141,0,12,31/03/2017 23:48
73128,76,16,8,31/03/2017 23:48
84306,126,5,17,31/03/2017 23:52
29558,15,7,13,31/03/2017 23:54
94338,145,3,17,31/03/2017 23:54
34002,114,3,21,01/04/2017 00:24
51972,172,6,18,01/04/2017 00:24
63142,149,10,11,01/04/2017 00:24
82065,145,2,18,01/04/2017 00:24
76149,88,8,16,01/04/2017 00:28
95048,153,6,13,01/04/2017 00:40
24949,75,7,16,01/04/2017 00:48
89160,149,12,9,01/04/2017 00:52
27430,61,3,20,01/04/2017 01:00
50645,30,0,23,01/04/2017 01:00
75783,153,5,14,01/04/2017 01:00
9367,99,12,9,01/04/2017 01:02
34902,87,17,6,01/04/2017 01:02
25862,62,7,13,01/04/2017 01:04
5728,123,11,13,01/04/2017 01:06
56486,99,12,9,01/04/2017 01:06
41719,135,12,12,01/04/2017 01:20
30506,143,3,21,01/04/2017 01:22
78254,13,5,19,01/04/2017 01:24
99045,169,2,20,01/04/2017 01:34
52186,142,7,15,01/04/2017 01:36
44447,124,12,11,01/04/2017 01:38
33070,113,0,24,01/04/2017 01:58
18630,11,1,22,01/04/2017 02:06
61259,105,2,7,01/04/2017 02:12
60848,5,4,17,01/04/2017 02:16
65400,143,1,23,01/04/2017 02:16
24574,160,4,19,01/04/2017 02:18
47695,4,4,10,01/04/2017 02:22
3791,88,7,17,01/04/2017 02:24
9349,35,8,16,01/04/2017 02:28
99591,137,16,5,01/04/2017 02:28
68609,122,4,18,01/04/2017 02:32
64111,122,4,18,01/04/2017 02:38
14217,162,0,24,01/04/2017 02:44
14167,111,6,10,01/04/2017 02:50
54681,93,2,21,01/04/2017 02:50
85937,73,11,16,01/04/2017 03:08
56480,169,3,20,01/04/2017 03:10
90567,151,13,9,01/04/2017 03:20
50303,105,2,7,01/04/2017 03:22
2720,7,2,20,01/04/2017 03:34
7307,56,0,21,01/04/2017 03:42
5925,123,9,15,01/04/2017 03:46
25976,168,10,14,01/04/2017 03:52
