,tfl_id,bikes,spaces,timestamp
88140,150,9,15,12/07/2017 08:50
34406,77,2,21,12/07/2017 08:58
45654,130,3,19,12/07/2017 09:06
42852,134,0,21,12/07/2017 09:08
42960,40,5,16,12/07/2017 09:10
27800,84,13,8,12/07/2017 09:12
68665,40,5,16,12/07/2017 09:18
91753,33,23,1,12/07/2017 09:24
25890,63,4,15,12/07/2017 09:26
67053,165,8,4,12/07/2017 09:28
37412,54,3,19,12/07/2017 09:40
33805,83,2,20,12/07/2017 09:44
73563,160,16,7,12/07/2017 09:44
1726,154,4,19,12/07/2017 09:50
18079,51,5,18,12/07/2017 09:52
72883,99,13,8,12/07/2017 10:02
40485,33,24,0,12/07/2017 10:04
48489,47,2,22,12/07/2017 10:06
13775,174,5,18,12/07/2017 10:10
37358,146,10,14,12/07/2017 10:10
49676,82,2,21,12/07/2017 10:16
98712,171,4,17,12/07/2017 10:16
58090,154,5,19,12/07/2017 10:18
98865,122,10,13,12/07/2017 10:22
43214,24,14,10,12/07/2017 10:36
53850,111,18,0,12/07/2017 10:44
53319,119,16,5,12/07/2017 10:46
67961,167,22,2,12/07/2017 10:48
40693,111,18,0,12/07/2017 10:52
41226,135,13,10,12/07/2017 10:58
30598,48,2,18,12/07/2017 11:00
93777,59,4,19,12/07/2017 11:08
82616,151,18,6,12/07/2017 11:18
23593,64,13,10,12/07/2017 11:30
39816,62,12,11,12/07/2017 11:40
40668,45,3,17,12/07/2017 11:42
77125,145,10,14,12/07/2017 11:50
28910,65,1,21,12/07/2017 12:04
46047,46,2,22,12/07/2017 12:16
34595,119,15,6,12/07/2017 12:20
90303,32,16,8,12/07/2017 12:20
97753,5,1,22,12/07/2017 12:22
2645,152,6,15,12/07/2017 12:26
48151,126,18,6,12/07/2017 12:28
64786,139,4,20,12/07/2017 12:28
48978,170,12,12,12/07/2017 12:30
63143,36,3,12,12/07/2017 12:32
45409,37,2,20,12/07/2017 12:34
37476,104,2,20,12/07/2017 12:50
94141,50,0,22,12/07/2017 12:52
3411,101,9,16,12/07/2017 12:56
2846,51,5,19,12/07/2017 13:10
51954,157,10,9,12/07/2017 13:12
31169,99,12,9,12/07/2017 13:14
63818,137,19,4,12/07/2017 13:26
81414,174,2,22,12/07/2017 13:34
78050,95,13,12,12/07/2017 13:36
70372,65,9,14,12/07/2017 13:40
4225,89,8,16,12/07/2017 13:44
60785,105,1,22,12/07/2017 13:44
53553,7,2,22,12/07/2017 13:46
1241,99,11,10,12/07/2017 13:50
37099,172,14,8,12/07/2017 13:50
20997,107,14,10,12/07/2017 14:00
19622,29,11,13,12/07/2017 14:08
3782,19,4,19,12/07/2017 14:16
64478,125,5,16,12/07/2017 14:20
7234,2,23,0,12/07/2017 14:22
28115,51,8,16,12/07/2017 14:46
50023,88,7,16,12/07/2017 14:46
70256,66,14,8,12/07/2017 14:48
50572,63,0,16,12/07/2017 14:58
96022,121,10,14,12/07/2017 14:58
23386,148,14,8,12/07/2017 15:10
62821,144,10,14,12/07/2017 15:10
50882,150,11,13,12/07/2017 15:16
61302,134,21,0,12/07/2017 15:24
63251,86,10,14,12/07/2017 15:24
71774,76,5,18,12/07/2017 15:24
40038,88,4,19,12/07/2017 15:28
55506,36,4,11,12/07/2017 15:30
19681,126,16,8,12/07/2017 15:32
16243,23,4,15,12/07/2017 15:52
92146,55,17,8,12/07/2017 16:02
78988,104,5,16,12/07/2017 16:08
27375,46,7,17,12/07/2017 16:10
17716,71,11,10,12/07/2017 16:12
2696,114,12,8,12/07/2017 16:20
37638,64,14,9,12/07/2017 16:24
13078,168,3,16,12/07/2017 16:32
68009,87,8,14,12/07/2017 16:38
54913,87,8,14,12/07/2017 16:40
55132,170,9,14,12/07/2017 16:42
82211,62,4,17,12/07/2017 16:54
50086,115,9,13,12/07/2017 16:56
2590,81,7,13,12/07/2017 16:58
52061,164,5,19,12/07/2017 17:00
76230,21,4,20,12/07/2017 17:06
75565,30,12,11,12/07/2017 17:12
24552,114,14,9,12/07/2017 17:26
33066,120,3,19,12/07/2017 17:28
76852,163,7,17,12/07/2017 17:28
9949,14,6,18,12/07/2017 17:30
80441,30,11,12,12/07/2017 17:32
31133,142,7,16,12/07/2017 17:34
9651,168,7,13,12/07/2017 17:44
66316,27,3,20,12/07/2017 17:48
91630,79,15,8,12/07/2017 17:50
40086,17,3,13,12/07/2017 18:12
42461,52,20,4,12/07/2017 18:12
21401,147,5,17,12/07/2017 18:18
75043,51,12,12,12/07/2017 18:42
79984,55,10,17,12/07/2017 18:48
55186,28,5,18,12/07/2017 18:50
2344,151,3,21,12/07/2017 18:54
38449,159,8,16,12/07/2017 18:56
25091,26,5,11,12/07/2017 19:00
63207,150,7,16,12/07/2017 19:00
7311,47,8,16,12/07/2017 19:02
41495,125,8,15,12/07/2017 19:10
83021,118,7,15,12/07/2017 19:10
86515,133,16,8,12/07/2017 19:12
33674,10,5,17,12/07/2017 19:20
66375,138,2,22,12/07/2017 19:22
26224,27,6,13,12/07/2017 19:24
6262,27,6,13,12/07/2017 19:28
53711,67,18,6,12/07/2017 19:28
80424,94,1,20,12/07/2017 19:40
23649,42,13,10,12/07/2017 19:44
67356,162,12,11,12/07/2017 19:50
62967,61,10,14,12/07/2017 20:18
405,100,5,17,12/07/2017 20:24
10921,90,8,16,12/07/2017 20:24
28542,136,14,8,12/07/2017 20:28
63503,30,10,12,12/07/2017 20:32
78395,50,21,2,12/07/2017 20:32
57268,48,8,12,12/07/2017 20:34
84405,133,14,8,12/07/2017 20:36
5119,77,21,1,12/07/2017 20:44
15883,34,2,23,12/07/2017 20:46
11470,104,10,12,12/07/2017 20:48
26843,160,2,19,12/07/2017 20:48
44658,158,5,17,12/07/2017 20:48
53434,85,17,10,12/07/2017 20:50
39086,79,14,8,12/07/2017 20:52
5255,123,14,10,12/07/2017 21:04
91777,21,1,23,12/07/2017 21:20
71591,102,10,17,12/07/2017 21:28
7088,61,6,18,12/07/2017 21:32
82767,16,9,11,12/07/2017 21:46
33258,127,15,8,12/07/2017 21:54
32010,53,15,8,12/07/2017 21:56
57471,39,12,11,12/07/2017 21:56
83606,175,23,1,12/07/2017 22:08
84149,42,13,11,12/07/2017 22:14
77494,173,9,15,12/07/2017 22:18
14717,110,1,23,12/07/2017 22:26
27736,107,0,24,12/07/2017 22:34
33474,56,22,2,12/07/2017 22:38
83779,85,15,12,12/07/2017 22:38
34467,88,3,21,12/07/2017 22:40
58121,128,21,3,12/07/2017 22:54
82939,142,6,17,12/07/2017 22:58
97550,48,14,6,12/07/2017 22:58
3836,23,0,17,12/07/2017 23:04
38914,101,1,25,12/07/2017 23:14
63749,146,12,12,12/07/2017 23:14
98902,31,6,16,12/07/2017 23:16
5126,100,1,20,12/07/2017 23:18
4220,158,0,23,12/07/2017 23:20
14254,140,7,17,12/07/2017 23:28
35331,95,5,19,12/07/2017 23:34
71791,169,11,12,12/07/2017 23:36
40662,114,15,11,12/07/2017 23:42
86207,65,11,13,12/07/2017 23:54
22728,6,6,18,13/07/2017 00:04
30384,90,10,14,13/07/2017 00:06
41652,28,16,8,13/07/2017 00:14
92588,138,8,15,13/07/2017 00:14
77411,72,5,15,13/07/2017 00:16
59476,35,4,21,13/07/2017 00:20
22134,16,8,12,13/07/2017 00:24
59968,100,0,21,13/07/2017 00:24
16767,13,7,12,13/07/2017 00:26
72779,58,6,14,13/07/2017 00:30
12215,156,1,22,13/07/2017 00:36
39930,164,10,14,13/07/2017 00:38
54099,97,1,22,13/07/2017 00:40
18576,117,4,19,13/07/2017 00:42
39774,79,15,7,13/07/2017 01:02
73909,115,3,20,13/07/2017 01:04
63608,82,22,1,13/07/2017 01:16
28044,113,3,20,13/07/2017 01:28
24867,125,17,7,13/07/2017 01:30
44293,165,0,12,13/07/2017 01:48
88329,133,16,7,13/07/2017 02:06
66961,67,5,19,13/07/2017 02:08
99524,158,10,13,13/07/2017 02:14
12052,95,4,22,13/07/2017 02:22
22976,33,3,20,13/07/2017 02:26
72095,21,3,21,13/07/2017 02:30
23552,157,0,19,13/07/2017 02:34
88223,52,24,0,13/07/2017 02:44
26317,34,16,10,13/07/2017 02:52
19328,136,23,0,13/07/2017 02:58
98291,138,10,13,13/07/2017 03:08
9438,45,10,7,13/07/2017 03:10
12598,49,20,0,13/07/2017 03:22
15503,32,10,14,13/07/2017 03:22
47871,122,16,6,13/07/2017 03:22
90753,91,3,18,13/07/2017 03:22
98109,149,13,11,13/07/2017 03:28
59238,127,19,4,13/07/2017 03:36
24645,83,13,11,13/07/2017 03:42
90332,54,12,11,13/07/2017 03:48
27051,42,17,7,13/07/2017 04:04
63375,32,9,15,13/07/2017 04:04
62150,39,17,6,13/07/2017 04:16
62769,140,9,15,13/07/2017 04:24
64115,63,8,11,13/07/2017 04:26
73817,48,19,1,13/07/2017 04:36
96692,76,18,6,13/07/2017 04:38
44454,120,4,18,13/07/2017 04:46
19193,63,6,13,13/07/2017 04:54
68655,42,17,7,13/07/2017 04:58
80732,84,15,6,13/07/2017 05:02
84470,146,7,17,13/07/2017 05:02
61260,53,14,10,13/07/2017 05:04
54364,46,18,4,13/07/2017 05:06
50713,5,8,16,13/07/2017 05:10
89420,159,8,16,13/07/2017 05:16
72622,88,12,12,13/07/2017 05:18
27104,71,10,13,13/07/2017 05:22
23469,115,3,19,13/07/2017 05:34
60659,93,2,19,13/07/2017 05:34
86995,94,3,17,13/07/2017 05:48
24146,167,0,23,13/07/2017 06:12
31500,166,10,12,13/07/2017 06:14
24048,143,7,15,13/07/2017 06:20
22753,74,0,0,13/07/2017 06:42
13009,16,4,16,13/07/2017 06:44
73327,153,8,12,13/07/2017 06:44
17558,174,16,8,13/07/2017 06:48
37292,99,0,19,13/07/2017 07:04
11473,42,10,13,13/07/2017 07:06
44477,67,14,10,13/07/2017 07:10
23643,131,7,16,13/07/2017 07:28
95953,107,1,23,13/07/2017 07:30
88505,161,10,12,13/07/2017 07:38
399,173,13,11,13/07/2017 07:42
76905,155,13,4,13/07/2017 07:50
19729,86,13,11,13/07/2017 08:04
41479,173,13,11,13/07/2017 08:16
91884,25,14,10,13/07/2017 08:18
61579,168,0,20,13/07/2017 08:30
18498,53,3,21,13/07/2017 08:34
88954,13,7,13,13/07/2017 08:36
46538,34,15,11,13/07/2017 08:44
22008,61,10,14,13/07/2017 08:48
64362,138,10,12,13/07/2017 09:00
27393,85,13,13,13/07/2017 09:12
82365,16,0,19,13/07/2017 09:16
46293,18,1,22,13/07/2017 09:34
91325,51,5,19,13/07/2017 09:56
18463,173,11,13,13/07/2017 09:58
51151,31,13,9,13/07/2017 10:06
67756,170,12,9,13/07/2017 10:06
74322,172,2,20,13/07/2017 10:10
6172,109,21,0,13/07/2017 10:18
11613,32,24,0,13/07/2017 10:32
14382,16,4,15,13/07/2017 10:36
81133,80,4,17,13/07/2017 10:40
51094,150,7,17,13/07/2017 10:42
31679,118,7,16,13/07/2017 11:06
99215,98,18,5,13/07/2017 11:30
21560,89,11,13,13/07/2017 11:32
45737,20,8,16,13/07/2017 11:34
52899,29,10,13,13/07/2017 11:40
74965,144,11,13,13/07/2017 11:42
5793,4,9,6,13/07/2017 11:50
41987,147,16,8,13/07/2017 11:50
77739,57,3,19,13/07/2017 11:50
5033,59,12,9,13/07/2017 11:54
5218,115,23,0,13/07/2017 11:54
66544,67,7,16,13/07/2017 12:00
72531,159,24,0,13/07/2017 12:02
84377,77,2,22,13/07/2017 12:02
1588,162,19,5,13/07/2017 12:10
32734,110,21,1,13/07/2017 12:10
38544,26,2,14,13/07/2017 12:26
52567,59,13,8,13/07/2017 12:26
60306,161,3,19,13/07/2017 12:28
32546,125,14,9,13/07/2017 12:30
61978,76,12,12,13/07/2017 12:32
57449,73,26,0,13/07/2017 12:34
74097,172,4,19,13/07/2017 12:34
20033,31,11,11,13/07/2017 12:40
67841,6,5,21,13/07/2017 12:40
93235,130,14,6,13/07/2017 13:06
40904,102,5,22,13/07/2017 13:14
47268,71,2,21,13/07/2017 13:22
43007,150,9,15,13/07/2017 13:24
57307,131,1,23,13/07/2017 13:44
99000,98,15,8,13/07/2017 13:46
7513,140,12,11,13/07/2017 13:48
18607,96,8,12,13/07/2017 13:50
47647,106,6,16,13/07/2017 13:50
92007,100,21,2,13/07/2017 13:56
81322,105,1,22,13/07/2017 13:58
25803,2,7,16,13/07/2017 14:04
91950,11,18,5,13/07/2017 14:04
75576,65,14,9,13/07/2017 14:20
78894,116,20,4,13/07/2017 14:20
13410,141,12,10,13/07/2017 14:22
72209,119,11,11,13/07/2017 14:24
70147,88,3,20,13/07/2017 14:28
80398,30,3,19,13/07/2017 14:28
85726,41,11,13,13/07/2017 14:32
10722,125,13,9,13/07/2017 14:40
72638,75,17,5,13/07/2017 14:40
57146,56,3,20,13/07/2017 14:48
13498,151,14,9,13/07/2017 14:58
40026,138,14,9,13/07/2017 15:00
99725,119,11,11,13/07/2017 15:06
61248,64,6,16,13/07/2017 15:08
66848,107,11,12,13/07/2017 15:08
90613,13,9,11,13/07/2017 15:16
89852,24,2,5,13/07/2017 15:18
95809,93,0,22,13/07/2017 15:18
15163,163,20,4,13/07/2017 15:20
56214,59,9,10,13/07/2017 15:22
58334,100,18,5,13/07/2017 15:22
71483,113,8,15,13/07/2017 15:22
38652,52,1,23,13/07/2017 15:32
39716,46,7,17,13/07/2017 15:32
72120,158,8,14,13/07/2017 15:38
17490,125,12,10,13/07/2017 15:52
38730,86,17,6,13/07/2017 16:14
61519,11,9,14,13/07/2017 16:14
70730,102,3,24,13/07/2017 16:16
67908,66,8,15,13/07/2017 16:24
71328,101,2,22,13/07/2017 16:24
22421,128,14,10,13/07/2017 16:30
51414,165,6,6,13/07/2017 16:38
85155,126,15,8,13/07/2017 16:46
39916,114,12,14,13/07/2017 16:48
35418,55,11,16,13/07/2017 16:58
72547,84,12,10,13/07/2017 17:08
69778,58,9,12,13/07/2017 17:10
16418,101,3,21,13/07/2017 17:18
42159,159,14,7,13/07/2017 17:18
15303,42,21,3,13/07/2017 17:24
34381,4,7,9,13/07/2017 17:26
37897,69,3,21,13/07/2017 17:26
3184,5,4,19,13/07/2017 17:44
32223,145,4,18,13/07/2017 17:46
55609,89,20,4,13/07/2017 17:46
66307,171,5,18,13/07/2017 17:50
79780,43,16,8,13/07/2017 17:50
4237,75,7,13,13/07/2017 18:00
57660,129,4,19,13/07/2017 18:00
2245,157,0,20,13/07/2017 18:32
21201,135,11,12,13/07/2017 18:40
64918,127,14,9,13/07/2017 18:44
80904,35,3,24,13/07/2017 18:52
96623,78,11,12,13/07/2017 19:06
13451,130,7,14,13/07/2017 19:32
9169,163,24,0,13/07/2017 19:34
97736,55,7,20,13/07/2017 19:44
95067,143,1,23,13/07/2017 19:48
85877,75,7,16,13/07/2017 20:04
78362,159,8,11,13/07/2017 20:16
59359,131,11,13,13/07/2017 20:20
28714,23,0,19,13/07/2017 20:22
63638,87,6,15,13/07/2017 20:22
26314,49,12,9,13/07/2017 20:24
21218,32,1,20,13/07/2017 20:28
34427,156,0,23,13/07/2017 20:44
77477,9,22,0,13/07/2017 20:46
91426,120,11,12,13/07/2017 20:46
64152,101,11,16,13/07/2017 20:50
37038,6,10,15,13/07/2017 21:20
11129,3,9,14,13/07/2017 21:24
47390,121,12,12,13/07/2017 21:24
79089,148,10,12,13/07/2017 21:26
94790,130,6,15,13/07/2017 21:28
48294,134,12,8,13/07/2017 21:32
43608,117,6,17,13/07/2017 21:40
80804,74,10,13,13/07/2017 21:44
81280,66,1,22,13/07/2017 21:48
7259,51,9,15,13/07/2017 22:16
3916,116,4,20,13/07/2017 22:18
39020,155,17,0,13/07/2017 22:26
1093,11,1,22,13/07/2017 22:28
7817,168,13,11,13/07/2017 22:28
92969,33,5,17,13/07/2017 22:28
80030,103,1,22,13/07/2017 22:34
90193,123,15,9,13/07/2017 22:34
12206,82,21,2,13/07/2017 22:36
81147,56,12,11,13/07/2017 22:36
92009,148,9,13,13/07/2017 22:44
730,32,3,20,13/07/2017 22:48
237,134,21,0,13/07/2017 22:50
77189,98,3,19,13/07/2017 22:52
63587,96,9,11,13/07/2017 23:04
47012,44,9,15,13/07/2017 23:10
69509,62,9,10,13/07/2017 23:10
45610,161,13,9,13/07/2017 23:22
64113,158,7,17,13/07/2017 23:26
90930,149,18,6,13/07/2017 23:44
88012,145,12,11,14/07/2017 00:02
60484,103,0,23,14/07/2017 00:06
36074,123,14,10,14/07/2017 00:08
95673,121,11,12,14/07/2017 00:18
53518,100,0,23,14/07/2017 00:20
50986,137,4,20,14/07/2017 00:30
14547,174,18,6,14/07/2017 00:40
71748,5,4,19,14/07/2017 00:40
93598,141,10,13,14/07/2017 00:44
39436,10,8,14,14/07/2017 00:46
60005,172,16,4,14/07/2017 01:00
5035,43,11,14,14/07/2017 01:02
4236,2,12,11,14/07/2017 01:06
3750,56,15,8,14/07/2017 01:12
64175,64,10,14,14/07/2017 01:14
39379,118,5,16,14/07/2017 01:16
98870,64,9,15,14/07/2017 01:18
56451,69,8,16,14/07/2017 01:20
83039,107,1,21,14/07/2017 01:20
37035,161,8,15,14/07/2017 01:22
43221,6,2,22,14/07/2017 01:26
46092,129,11,13,14/07/2017 01:36
21915,175,0,0,14/07/2017 01:46
64461,169,10,13,14/07/2017 01:56
18707,93,3,19,14/07/2017 02:06
26074,6,3,23,14/07/2017 02:12
72416,90,0,24,14/07/2017 02:14
85926,135,11,11,14/07/2017 02:24
86554,57,10,11,14/07/2017 02:24
83400,56,15,7,14/07/2017 02:26
89669,88,6,18,14/07/2017 02:38
62875,90,0,24,14/07/2017 02:50
4202,169,12,9,14/07/2017 02:58
37281,54,5,18,14/07/2017 03:06
76622,18,11,9,14/07/2017 03:10
52879,138,6,17,14/07/2017 03:20
77241,45,20,0,14/07/2017 03:20
41727,120,13,10,14/07/2017 03:22
70197,150,10,14,14/07/2017 03:32
85605,91,2,17,14/07/2017 03:52
72274,128,21,2,14/07/2017 03:54
72702,57,13,8,14/07/2017 04:02
92811,152,4,19,14/07/2017 04:02
32005,156,9,15,14/07/2017 04:08
73814,109,2,18,14/07/2017 04:08
3951,143,4,20,14/07/2017 04:10
38601,65,5,18,14/07/2017 04:10
81303,153,6,17,14/07/2017 04:10
34328,55,10,16,14/07/2017 04:14
43073,160,16,8,14/07/2017 04:20
47191,110,6,17,14/07/2017 04:34
95656,5,2,21,14/07/2017 04:34
27935,61,12,12,14/07/2017 04:40
99313,58,7,13,14/07/2017 04:40
22486,139,16,4,14/07/2017 04:50
77809,118,13,11,14/07/2017 04:54
16025,1,5,18,14/07/2017 05:00
89082,120,12,11,14/07/2017 05:04
59118,174,23,1,14/07/2017 05:12
55293,124,10,14,14/07/2017 05:14
28024,36,9,7,14/07/2017 05:24
54163,149,15,9,14/07/2017 05:26
87138,120,12,11,14/07/2017 05:26
99008,113,2,22,14/07/2017 05:34
45500,107,1,22,14/07/2017 05:38
26986,21,2,21,14/07/2017 05:46
42992,53,12,11,14/07/2017 05:48
44311,6,9,16,14/07/2017 05:54
5464,148,13,9,14/07/2017 05:56
66443,135,17,7,14/07/2017 06:10
12276,37,2,19,14/07/2017 06:12
10901,54,2,20,14/07/2017 06:16
99814,3,3,20,14/07/2017 06:20
51611,153,6,18,14/07/2017 06:26
22503,115,7,15,14/07/2017 06:28
74954,165,1,10,14/07/2017 06:28
53091,62,2,21,14/07/2017 06:30
68671,97,9,15,14/07/2017 06:30
12533,53,10,13,14/07/2017 06:36
90892,145,12,11,14/07/2017 06:44
83044,157,11,8,14/07/2017 06:48
95588,147,10,13,14/07/2017 06:50
39482,81,15,6,14/07/2017 07:06
22959,59,2,15,14/07/2017 07:08
26213,42,2,18,14/07/2017 07:08
91031,128,14,9,14/07/2017 07:18
96300,166,17,5,14/07/2017 07:30
10590,44,5,19,14/07/2017 07:36
9724,30,4,19,14/07/2017 07:48
79736,35,11,15,14/07/2017 07:54
95546,82,16,8,14/07/2017 07:54
68931,101,2,24,14/07/2017 07:58
45753,13,13,10,14/07/2017 08:00
64227,88,12,12,14/07/2017 08:00
30660,84,4,16,14/07/2017 08:10
99028,92,17,5,14/07/2017 08:16
99392,80,2,20,14/07/2017 08:16
22714,173,14,8,14/07/2017 08:18
52125,138,9,13,14/07/2017 08:22
92011,38,1,23,14/07/2017 08:22
36944,28,12,12,14/07/2017 08:28
51809,106,18,4,14/07/2017 08:32
5438,26,6,10,14/07/2017 08:34
29041,109,12,8,14/07/2017 08:34
55551,72,11,8,14/07/2017 08:36
77636,96,4,18,14/07/2017 08:36
18582,35,11,15,14/07/2017 08:50
54457,72,13,5,14/07/2017 08:52
33235,43,0,26,14/07/2017 09:14
97985,173,13,9,14/07/2017 09:18
61555,92,19,2,14/07/2017 09:24
26584,13,4,19,14/07/2017 09:26
66060,2,11,11,14/07/2017 09:26
12932,150,10,14,14/07/2017 09:40
75205,27,12,9,14/07/2017 09:50
87883,78,11,11,14/07/2017 09:52
81751,120,17,6,14/07/2017 09:56
21395,13,8,13,14/07/2017 10:02
59813,153,10,12,14/07/2017 10:04
47653,61,10,14,14/07/2017 10:22
74829,126,12,12,14/07/2017 10:24
42128,10,1,19,14/07/2017 10:34
36382,62,4,19,14/07/2017 10:36
46785,146,10,14,14/07/2017 10:36
29672,48,1,17,14/07/2017 10:46
9656,146,11,13,14/07/2017 10:56
64649,163,12,11,14/07/2017 10:56
17213,29,15,9,14/07/2017 10:58
16793,108,17,5,14/07/2017 11:00
49618,19,11,13,14/07/2017 11:08
87990,160,14,9,14/07/2017 11:10
67287,107,14,9,14/07/2017 11:12
1945,84,4,19,14/07/2017 11:16
7734,63,2,16,14/07/2017 11:16
33319,166,15,3,14/07/2017 11:20
95019,169,11,13,14/07/2017 11:20
76736,4,11,4,14/07/2017 11:24
33056,87,1,20,14/07/2017 11:28
5542,25,23,1,14/07/2017 11:34
40844,39,1,22,14/07/2017 11:38
16235,170,6,16,14/07/2017 11:40
87540,82,5,16,14/07/2017 11:52
87904,36,4,11,14/07/2017 11:54
89792,14,10,12,14/07/2017 12:06
77107,156,10,14,14/07/2017 12:12
49702,100,15,8,14/07/2017 12:16
21123,26,6,9,14/07/2017 12:20
27768,175,0,0,14/07/2017 12:26
54144,81,7,14,14/07/2017 12:26
46773,173,13,9,14/07/2017 12:38
23143,52,5,19,14/07/2017 12:44
73432,106,9,12,14/07/2017 13:00
80666,25,24,0,14/07/2017 13:08
48785,8,7,11,14/07/2017 13:22
19593,59,2,20,14/07/2017 13:24
48687,155,2,15,14/07/2017 13:24
18108,86,7,17,14/07/2017 13:26
37385,94,6,15,14/07/2017 13:26
13806,115,8,12,14/07/2017 13:30
62049,16,7,14,14/07/2017 13:30
7610,94,6,15,14/07/2017 13:32
31765,132,10,12,14/07/2017 13:34
36911,128,1,22,14/07/2017 13:34
74309,94,5,16,14/07/2017 13:40
70657,102,9,18,14/07/2017 13:42
86932,34,8,19,14/07/2017 13:42
51524,74,10,14,14/07/2017 13:48
72635,100,18,5,14/07/2017 13:48
7047,145,11,10,14/07/2017 14:04
25092,19,8,14,14/07/2017 14:08
18721,143,15,8,14/07/2017 14:16
37725,56,0,22,14/07/2017 14:26
85578,107,6,16,14/07/2017 14:28
53479,88,7,17,14/07/2017 14:38
54485,152,9,14,14/07/2017 14:50
74312,5,1,22,14/07/2017 14:50
76274,163,22,0,14/07/2017 15:08
5143,12,3,19,14/07/2017 15:22
90053,26,2,8,14/07/2017 15:22
45348,60,14,10,14/07/2017 15:40
24128,88,7,17,14/07/2017 15:54
54019,63,1,17,14/07/2017 16:06
97299,123,14,9,14/07/2017 16:14
47334,53,8,16,14/07/2017 16:16
91995,4,13,5,14/07/2017 16:28
475,138,12,10,14/07/2017 16:30
25303,36,7,8,14/07/2017 16:30
68159,31,4,16,14/07/2017 16:32
74101,150,14,10,14/07/2017 16:32
96557,13,0,23,14/07/2017 16:34
97189,56,5,17,14/07/2017 16:38
65478,150,13,11,14/07/2017 16:48
8735,119,11,13,14/07/2017 16:50
45099,96,4,17,14/07/2017 16:58
68077,34,12,15,14/07/2017 17:00
60232,164,3,21,14/07/2017 17:24
47998,149,8,15,14/07/2017 17:40
70180,67,14,8,14/07/2017 17:40
21648,85,19,8,14/07/2017 17:42
75120,62,1,17,14/07/2017 17:44
97895,77,13,10,14/07/2017 17:46
4243,53,9,15,14/07/2017 17:52
73634,64,3,21,14/07/2017 17:52
1856,162,4,20,14/07/2017 18:30
12163,9,0,21,14/07/2017 18:30
76162,103,19,5,14/07/2017 18:30
88532,69,1,23,14/07/2017 18:52
98251,138,9,12,14/07/2017 18:52
10280,96,7,13,14/07/2017 19:10
42837,61,16,8,14/07/2017 19:20
76930,84,22,2,14/07/2017 19:24
81404,21,3,21,14/07/2017 19:32
98268,175,0,0,14/07/2017 19:32
5986,123,19,3,14/07/2017 19:36
592,110,1,20,14/07/2017 19:46
10426,135,12,11,14/07/2017 19:46
84798,45,9,11,14/07/2017 19:46
3141,157,9,9,14/07/2017 19:50
73398,149,2,22,14/07/2017 20:08
37376,14,12,10,14/07/2017 20:18
52238,122,5,19,14/07/2017 20:24
31547,170,4,18,14/07/2017 20:34
56272,14,11,11,14/07/2017 20:42
73040,52,6,16,14/07/2017 20:50
8738,119,6,17,14/07/2017 20:58
37070,66,8,15,14/07/2017 21:04
52811,1,4,20,14/07/2017 21:12
91510,76,7,17,14/07/2017 21:12
49925,59,19,1,14/07/2017 21:14
79622,148,0,22,14/07/2017 21:14
48533,40,9,11,14/07/2017 21:22
4029,107,2,21,14/07/2017 21:30
70272,163,18,3,14/07/2017 21:34
71982,123,23,0,14/07/2017 21:34
17194,123,23,0,14/07/2017 21:36
65145,26,13,2,14/07/2017 21:38
94257,11,14,9,14/07/2017 21:38
5051,88,5,19,14/07/2017 21:46
70091,51,5,17,14/07/2017 21:50
49773,155,5,13,14/07/2017 21:52
63509,129,1,23,14/07/2017 22:08
60481,87,13,10,14/07/2017 22:16
68991,1,7,17,14/07/2017 22:18
65911,54,19,3,14/07/2017 22:22
94238,60,20,4,14/07/2017 22:22
75775,149,7,17,14/07/2017 22:26
47968,108,6,18,14/07/2017 22:32
16860,18,14,8,14/07/2017 22:34
79499,76,7,16,14/07/2017 22:34
18082,40,14,5,14/07/2017 22:40
14912,85,20,7,14/07/2017 22:50
21730,118,14,10,14/07/2017 22:50
31125,78,8,14,14/07/2017 23:00
7702,50,8,13,14/07/2017 23:10
9660,63,9,10,14/07/2017 23:10
21516,165,4,6,14/07/2017 23:14
35651,158,16,8,14/07/2017 23:24
57545,150,7,17,14/07/2017 23:30
94234,147,16,8,14/07/2017 23:36
85957,65,5,17,14/07/2017 23:38
60684,16,11,10,14/07/2017 23:40
77698,69,14,10,14/07/2017 23:44
55260,105,5,18,14/07/2017 23:50
81929,50,7,14,15/07/2017 00:00
17877,79,4,17,15/07/2017 00:04
51268,104,3,19,15/07/2017 00:06
85549,154,1,21,15/07/2017 00:28
9462,84,17,7,15/07/2017 00:30
30837,84,17,7,15/07/2017 00:32
12327,61,18,6,15/07/2017 00:36
97441,62,18,4,15/07/2017 00:44
2082,143,2,21,15/07/2017 00:48
62693,151,9,14,15/07/2017 00:58
66257,122,6,18,15/07/2017 00:58
61188,161,9,14,15/07/2017 01:00
53291,14,16,5,15/07/2017 01:04
95529,152,4,18,15/07/2017 01:14
9469,13,4,19,15/07/2017 01:24
74160,153,8,14,15/07/2017 01:28
19836,99,8,12,15/07/2017 01:30
24167,54,10,14,15/07/2017 01:30
39669,4,11,6,15/07/2017 01:38
23049,59,10,10,15/07/2017 01:40
15091,126,16,8,15/07/2017 01:48
57748,122,6,18,15/07/2017 01:54
30404,170,15,6,15/07/2017 02:00
19561,35,14,12,15/07/2017 02:02
83259,67,4,20,15/07/2017 02:10
98245,74,12,11,15/07/2017 02:14
